"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Kalif Raymond","NYG","4","WR","1","1","0","12","0","0","0","0","100","5","12","12","7","","","","","","","","","","","","1","0","-1","0","0","0","-1","2","0","0","0","","","","","","","","","0","0","2.1","0.06","1.05"
"Pharoh Cooper","LA","16","WR","18","11","0","84","0","0","0","1","61.1","7.22","4.67","7.64","4.91","","","","","","","","","","","","1","0","6","0","0","0","6","6","1","1","0","","","","","","","","","0","0","20","0.1","1.67"
"Leonte Carroo","MIA","11","WR","12","7","0","69","0","0","0","1","58.3","9","5.75","9.86","1.71","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","13.9","0.1","1.99"
"Tyler Boyd","CIN","10","WR","31","22","1","225","0","2","1","3","71","6.9","7.26","10.23","4.23","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","56.5","0.18","2.57"
"Eli Rogers","PIT","14","WR","36","18","0","149","0","1","0","4","50","8.08","4.14","8.28","4.39","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","38.9","0.1","2.16"
"Phillip Dorsett","NE","15","WR","17","12","0","194","0","0","0","1","70.6","17.29","11.41","16.17","5.75","","","","","","","","","","","","1","0","7","0","0","0","7","12","0","0","0","","","","","","","","","0","0","32.1","0.08","2.47"
"Nelson Agholor","PHI","16","WR","91","62","3","768","1","8","2","5","68.1","10.52","8.44","12.39","5.11","","","","","","","","","","","","1","0","7","0","0","0","7","1","0","0","0","","","","","","","","","0","0","187.5","0.23","2.98"
"Seth Roberts","OAK","15","WR","65","43","0","455","0","1","0","4","66.2","10.02","7","10.58","2.51","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","2","","","","","","","","","0","0","94.5","0.13","2.2"
"Willie Snead IV","NO","11","WR","13","8","0","92","0","0","0","0","61.5","7.38","7.08","11.5","3.88","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","17.2","0.07","2.15"
"Albert Wilson","KC","13","WR","56","42","1","554","1","3","1","3","75","6.23","9.89","13.19","7.55","","","","","","","","","","","","3","0","6","0","0","0","2","1.67","0","0","0","","","","","","","","","0","0","116","0.22","2.58"
"Allen Hurns","JAX","10","WR","54","39","1","484","1","2","0","2","72.2","10.48","8.96","12.41","4.36","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","1","99.4","0.19","2.55"
"De'Anthony Thomas","KC","16","WR","16","14","1","143","0","2","1","0","87.5","6.5","8.94","10.21","5.79","","","","","","","","","","","","1","0","4","0","0","0","4","3","0","0","0","","","","","","","","","0","0","40.7","0.2","2.71"
"Bruce Ellington","HST","11","WR","50","29","0","330","0","2","0","3","58","9.94","6.6","11.38","4.38","","","","","","","","","","","","3","0","17","0","0","0","5.67","2.33","0","0","1","","","","","","","","","0","1","75.7","0.13","2.37"
"Cody Latimer","DEN","11","WR","27","19","0","287","0","2","0","1","70.4","12.33","10.63","15.11","3.11","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","1","1","59.7","0.16","3.14"
"Nick Williams","ATL","1","WR","4","3","0","30","0","0","0","1","75","10.25","7.5","10","1.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","6","0.21","2"
"Tavon Austin","LA","16","WR","21","13","0","47","0","0","0","1","61.9","2.86","2.24","3.62","6.23","","","","","","","","","","","","59","0","270","0","1","0","4.58","2.07","9","0.15","1","","","","","","","","","0","0","50.7","0.22","0.7"
"Jarius Wright","MIN","16","WR","23","18","0","198","0","2","0","0","78.3","7.17","8.61","11","4.89","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","49.8","0.2","2.77"
"Mohamed Sanu","ATL","15","WR","94","67","0","703","0","5","0","5","71.3","8.12","7.48","10.49","3.7","","","","","","","","","","","","4","0","10","0","0","0","2.5","2.5","0","0","0","","","","","","","","","0","0","168.3","0.22","2.37"
"Chris Matthews","BLT","5","WR","6","3","0","25","0","0","0","1","50","9.5","4.17","8.33","1.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","5.5","0.1","1.83"
"Doug Baldwin","SEA","16","WR","112","75","3","991","2","8","0","1","67","13.26","8.85","13.21","3.47","","","","","","","","","","","","2","0","-8","0","0","0","-4","-1.5","0","0","0","","","","","","","","","1","1","221.3","0.26","2.87"
"Dwayne Harris","NYG","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Randall Cobb","GB","15","WR","85","66","1","653","0","4","0","2","77.6","6.06","7.68","9.89","6.38","","","","","","","","","","","","9","0","17","0","0","0","1.89","1.44","1","0.11","1","","","","","","","","","1","1","157","0.21","2.09"
"Golden Tate","DET","16","WR","117","92","3","1003","3","5","3","4","78.6","6.21","8.57","10.9","6.86","","","","","","","","","","","","5","0","22","0","0","0","4.4","1.8","1","0.2","1","","","","","","","","","1","1","224.5","0.28","2.31"
"Brandon Tate","BUF","12","WR","14","6","0","81","0","1","0","1","42.9","11.93","5.79","13.5","6.17","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","20.1","0.14","3.35"
"Jeremy Maclin","BLT","12","WR","67","40","1","440","0","3","1","2","59.7","9.78","6.57","11","2.83","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","102","0.2","2.55"
"Larry Fitzgerald","ARZ","16","WR","153","109","0","1156","4","6","0","4","71.2","8.53","7.56","10.61","3.83","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","1","1","260.6","0.24","2.39"
"Keelan Cole","JAX","16","WR","73","42","4","748","2","3","1","3","57.5","13.51","10.25","17.81","6.83","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","2","","","","","","","","","0","0","134.8","0.18","3.21"
"Travis Rudolph","NYG","7","WR","22","8","0","101","0","0","0","2","36.4","7.68","4.59","12.63","5.63","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","1","18.1","0.07","2.26"
"Chris Thompson","HST","8","WR","6","5","0","84","0","0","0","1","83.3","8.67","14","16.8","7","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","13.4","0.14","2.68"
"Kendrick Bourne","SF","11","WR","31","16","1","257","0","0","0","1","51.6","13.16","8.29","16.06","7","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","41.7","0.15","2.61"
"Austin Carr","NO","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Marcus Kemp","KC","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Trey Griffey","PIT","0","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","",""
"Quincy Adeboyejo","BLT","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Noah Brown","DAL","13","WR","9","4","0","33","0","0","0","1","44.4","6.78","3.67","8.25","5.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","7.3","0.05","1.82"
"David Moore","SEA","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Stacy Coley","MIN","3","WR","1","0","0","0","0","0","0","0","0","-1","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Trent Taylor","SF","15","WR","59","43","0","430","0","2","0","4","72.9","6.9","7.29","10","4.42","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","1","98","0.2","2.28"
"Shelton Gibson","PHI","2","WR","3","2","0","11","0","0","0","0","66.7","6.33","3.67","5.5","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3.1","0.18","1.55"
"Jehu Chesson","KC","6","WR","4","2","0","18","0","0","0","0","50","2.5","4.5","9","7.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3.8","0.05","1.9"
"Mack Hollins","PHI","16","WR","21","16","1","226","0","1","1","2","76.2","13.19","10.76","14.13","3.19","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","44.6","0.16","2.79"
"ArDarius Stewart","NYJ","15","WR","12","6","1","82","0","0","0","0","50","10.25","6.83","13.67","3","","","","","","","","","","","","7","0","27","0","0","0","3.86","1.57","0","0","0","","","","","","","","","0","0","16.9","0.07","1.3"
"Curtis Samuel","CAR","9","WR","26","15","0","115","0","0","0","4","57.7","9.38","4.42","7.67","3.6","","","","","","","","","","","","4","0","64","0","0","0","16","8.75","3","0.75","0","","","","","","","","","0","0","32.9","0.15","1.73"
"Zay Jones","BUF","15","WR","65","27","0","316","0","2","0","5","41.5","13.77","4.86","11.7","2.56","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","70.6","0.09","2.61"
"John Ross","CIN","3","WR","2","0","0","0","0","0","0","0","0","20.5","0","0","0","","","","","","","","","","","","1","0","12","0","0","0","12","0","0","0","1","","","","","","","","","0","0","1.2","0.07","1.2"
"Mike Williams","LAC","10","WR","23","11","0","95","0","0","0","2","47.8","12.04","4.13","8.64","1.36","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","20.5","0.09","1.86"
"Marvin Hall","ATL","8","WR","8","2","1","60","0","1","1","1","25","18.25","7.5","30","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","14","0.18","7"
"Max McCaffrey","SF","5","WR","1","1","0","4","0","0","0","0","100","0","4","4","4","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.4","0.08","1.4"
"Marcus Tucker","PIT","0","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","",""
"Robby Anderson","NYJ","16","WR","111","63","3","941","3","7","2","6","56.8","13.56","8.48","14.94","4.52","","","","","","","","","","","","3","0","9","0","0","0","3","2.33","1","0.33","0","","","","","","","","","0","1","200","0.25","3.03"
"Roger Lewis Jr.","NYG","15","WR","71","36","0","416","0","2","0","3","50.7","10.85","5.86","11.56","2.17","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","89.6","0.13","2.49"
"Tommylee Lewis","NO","14","WR","15","10","1","116","0","1","0","0","66.7","10.27","7.73","11.6","5.6","","","","","","","","","","","","2","0","14","0","0","0","7","5.5","0","0","0","","","","","","","","","0","0","29","0.26","2.42"
"Tevin Jones","PIT","0","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","",""
"Maurice Harris","WAS","6","WR","6","4","0","62","0","1","0","0","66.7","12.5","10.33","15.5","1.75","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","16.2","0.21","4.05"
"Mose Frazier","CAR","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Chester Rogers","IND","11","WR","36","23","1","284","1","1","1","3","63.9","9.44","7.89","12.35","4.43","","","","","","","","","","","","3","0","8","0","0","0","2.67","3.33","1","0.33","0","","","","","","","","","0","0","58.2","0.13","2.24"
"Mike Thomas","LA","7","WR","7","5","1","93","0","0","0","0","71.4","15.43","13.29","18.6","4.4","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","14.3","0.14","2.86"
"Jakeem Grant","MIA","13","WR","21","13","1","203","1","2","1","2","61.9","10.29","9.67","15.62","11.54","","","","","","","","","","","","3","0","12","0","0","0","4","4.33","2","0.67","0","","","","","","","","","0","0","46.5","0.35","2.91"
"Tyreek Hill","KC","15","WR","102","75","9","1183","4","7","6","4","73.5","11.84","11.6","15.77","5.96","","","","","","","","","","","","17","0","59","0","0","0","3.47","1.18","3","0.18","0","","","","","","","","","0","0","241.2","0.31","2.62"
"Trevor Davis","GB","12","WR","6","5","0","70","0","0","0","0","83.3","11.17","11.67","14","6.8","","","","","","","","","","","","2","0","13","0","0","0","6.5","2","0","0","0","","","","","","","","","0","0","13.3","0.13","1.9"
"Tyler Ervin","HST","4","WR","11","8","0","38","0","0","0","0","72.7","5.36","3.45","4.75","1.38","","","","","","","","","","","","4","0","12","0","0","0","3","1.5","0","0","0","","","","","","","","","0","0","13","0.15","1.08"
"Ricardo Louis","CLV","16","WR","55","27","0","357","0","0","0","7","49.1","14.2","6.49","13.22","3.07","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","62.7","0.11","2.32"
"Chris Moore","BLT","12","WR","34","18","0","248","0","3","0","3","52.9","14.15","7.29","13.78","2.11","","","","","","","","","","","","2","0","-9","0","0","0","-4.5","0","0","0","0","","","","","","","","","0","0","59.9","0.16","3"
"Will Fuller V","HST","10","WR","47","28","2","423","1","7","2","3","59.6","16.47","9","15.11","3.96","","","","","","","","","","","","2","0","9","0","0","0","4.5","2.5","1","0.5","0","","","","","","","","","0","1","113.2","0.22","3.77"
"Jordan Taylor","DEN","10","WR","18","13","0","142","0","0","0","0","72.2","11.22","7.89","10.92","3.15","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","27.2","0.11","2.09"
"Tre McBride","CHI","8","WR","15","8","1","144","0","0","0","0","53.3","14.27","9.6","18","6.25","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","22.4","0.1","2.8"
"J.J. Nelson","ARZ","16","WR","59","29","2","508","1","2","1","7","49.2","19.19","8.61","17.52","2.07","","","","","","","","","","","","3","0","37","0","0","0","12.33","3","0","0","1","","","","","","","","","0","0","95.5","0.18","2.98"
"Stefon Diggs","MIN","14","WR","94","64","3","849","1","8","1","4","68.1","11.81","9.03","13.27","4.64","","","","","","","","","","","","8","0","13","0","0","0","1.63","1.75","0","0","0","","","","","","","","","0","0","198.2","0.25","2.75"
"Sammie Coates","CLV","9","WR","10","6","0","70","0","0","0","0","60","13.8","7","11.67","2.83","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","13","0.14","2.17"
"Jaelen Strong","JAX","2","WR","4","3","0","38","0","1","0","0","75","10.75","9.5","12.67","4.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","12.8","0.21","4.27"
"Tyler Lockett","SEA","16","WR","68","45","3","555","1","2","1","1","66.2","13.06","8.16","12.33","4.18","","","","","","","","","","","","10","0","58","0","0","0","5.8","3.4","3","0.3","0","","","","","","","","","0","0","118.3","0.17","2.15"
"Devin Funchess","CAR","16","WR","109","63","1","840","1","8","0","3","57.8","13.6","7.71","13.33","4.48","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","1","195","0.23","3.1"
"Breshad Perriman","BLT","11","WR","31","10","0","77","0","0","0","4","32.3","14.77","2.48","7.7","0.8","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","17.7","0.05","1.77"
"Kevin White","CHI","1","WR","4","2","0","6","0","0","0","1","50","4","1.5","3","1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.6","0.06","1.3"
"Amari Cooper","OAK","14","WR","90","48","3","680","2","7","3","10","53.3","11.77","7.56","14.17","6.25","","","","","","","","","","","","1","0","4","0","0","0","4","3","0","0","1","","","","","","","","","0","0","158.4","0.22","3.23"
"Freddie Martino","TB","8","WR","6","5","0","96","0","0","0","0","83.3","11","16","19.2","7","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","14.6","0.23","2.92"
"Taylor Gabriel","ATL","16","WR","48","33","2","378","0","1","1","1","68.8","10.15","7.88","11.45","6.67","","","","","","","","","","","","8","0","49","0","0","0","6.13","2.13","0","0","0","","","","","","","","","0","0","81.7","0.15","1.99"
"Ryan Grant","WAS","16","WR","63","45","1","573","0","4","1","3","71.4","9.86","9.1","12.73","5.33","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","126.3","0.21","2.81"
"Martavis Bryant","PIT","15","WR","81","50","1","603","0","3","0","4","61.7","15.17","7.44","12.06","3.58","","","","","","","","","","","","6","0","22","0","0","0","3.67","2.33","1","0.17","0","","","","","","","","","1","1","130.5","0.19","2.33"
"John Brown","ARZ","10","WR","51","21","1","299","0","3","0","3","41.2","16.94","5.86","14.24","2.86","","","","","","","","","","","","1","0","10","0","0","0","10","0","0","0","0","","","","","","","","","0","1","69.9","0.14","3.18"
"Jordan Matthews","BUF","10","WR","34","25","1","282","0","1","0","2","73.5","7.03","8.29","11.28","5.28","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","59.2","0.12","2.37"
"Mike Evans","TB","15","WR","132","71","2","1001","1","5","1","4","53.8","14.63","7.58","14.1","1.52","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","1","2","201.1","0.23","2.83"
"Brice Butler","DAL","13","WR","22","15","2","317","0","3","0","3","68.2","18.45","14.41","21.13","2.13","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","1","64.7","0.25","4.31"
"Cobi Hamilton","HST","3","WR","6","1","0","8","0","0","0","0","16.7","15.67","1.33","8","3","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.8","0.03","1.8"
"Kenny Stills","MIA","16","WR","101","58","2","847","1","6","1","3","57.4","15.27","8.39","14.6","2.79","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","0","0","178.7","0.19","3.08"
"Markus Wheaton","CHI","11","WR","17","3","0","51","0","0","0","0","17.6","14.18","3","17","1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","8.1","0.04","2.7"
"Terrance Williams","DAL","16","WR","75","53","1","568","1","0","0","5","70.7","9.28","7.57","10.72","4.47","","","","","","","","","","","","2","0","15","0","0","0","7.5","3","1","0.5","0","","","","","","","","","0","2","111.3","0.16","2.02"
"Robert Woods","LA","12","WR","80","56","2","781","2","5","2","3","70","10.96","9.76","13.95","5.11","","","","","","","","","","","","2","0","12","0","0","0","6","1.5","0","0","1","","","","","","","","","0","0","165.3","0.26","2.85"
"Justin Hunter","PIT","7","WR","9","4","0","23","0","1","0","0","44.4","12.44","2.56","5.75","3.25","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","12.3","0.19","3.08"
"Cordarrelle Patterson","OAK","16","WR","41","31","2","309","0","0","0","1","75.6","5.59","7.54","9.97","6.9","","","","","","","","","","","","13","2","121","0","2","2","9.31","9.54","6","0.46","0","","","","","","","","","0","0","86","0.2","1.95"
"Deonte Thompson","BUF","16","WR","67","38","2","555","1","2","0","1","56.7","15.69","8.28","14.61","2.55","","","","","","","","","","","","2","0","-5","0","0","0","-2.5","0","0","0","0","","","","","","","","","0","0","105","0.16","2.63"
"Rishard Matthews","TEN","14","WR","84","53","2","795","1","4","2","4","63.1","11.88","9.46","15","5.23","","","","","","","","","","","","1","0","-3","0","0","0","-3","1","0","0","0","","","","","","","","","0","0","156.2","0.21","2.89"
"Marvin Jones Jr.","DET","16","WR","105","61","6","1101","3","9","1","4","58.1","16.1","10.49","18.05","3.21","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","1","225.1","0.22","3.69"
"Travis Benjamin","LAC","16","WR","63","34","4","567","1","4","2","4","54","16.3","9","16.68","6.32","","","","","","","","","","","","13","0","96","0","0","0","7.38","0.54","0","0","0","","","","","","","","","0","0","124.3","0.22","2.64"
"T.Y. Hilton","IND","16","WR","102","57","6","966","4","4","4","4","55.9","13.71","9.47","16.95","5.18","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","2","","","","","","","","","0","0","177.6","0.19","3.12"
"Alshon Jeffery","PHI","16","WR","113","57","1","789","0","9","1","3","50.4","14.81","6.98","13.84","3.54","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","3","3","189.9","0.2","3.33"
"Michael Floyd","MIN","11","WR","14","10","0","78","0","0","0","1","71.4","7.14","5.57","7.8","3.4","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","17.8","0.12","1.78"
"Chris Hogan","NE","9","WR","58","34","1","439","0","5","1","3","58.6","13.64","7.57","12.91","4.91","","","","","","","","","","","","3","0","17","0","0","0","5.67","2","0","0","0","","","","","","","","","0","0","109.6","0.19","2.96"
"Aldrick Robinson","SF","16","WR","44","19","1","260","0","2","1","4","43.2","12.66","5.91","13.68","2.11","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","57","0.13","3"
"Andre Roberts","ATL","9","WR","3","1","0","12","0","0","0","0","33.3","8.33","4","12","7","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.2","0.07","2.2"
"Emmanuel Sanders","DEN","12","WR","87","47","0","555","1","2","0","5","54","11.34","6.38","11.81","3.36","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","114.5","0.18","2.44"
"Brandon LaFell","CIN","16","WR","86","52","1","548","0","3","0","4","60.5","8.71","6.37","10.54","4.71","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","124.8","0.15","2.4"
"Louis Murphy Jr.","SF","7","WR","16","8","1","121","0","1","0","0","50","11.13","7.56","15.13","4.88","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","26.1","0.12","3.26"
"Kenny Britt","NE","12","WR","40","20","0","256","0","2","0","5","50","12.25","6.4","12.8","4.3","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","57.6","0.15","2.88"
"Pierre Garcon","SF","8","WR","65","40","1","500","1","0","0","0","61.5","10.06","7.69","12.5","4.42","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","90","0.21","2.25"
"Jordy Nelson","GB","15","WR","84","53","1","482","0","6","0","2","63.1","11.14","5.74","9.09","2.6","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","1","137.2","0.17","2.59"
"Ted Ginn Jr.","NO","15","WR","69","53","5","787","1","4","2","2","76.8","12.57","11.41","14.85","5.51","","","","","","","","","","","","10","0","39","0","0","0","3.9","1.3","1","0.1","0","","","","","","","","","0","0","159.6","0.26","2.53"
"Brandon Marshall","NYG","5","WR","32","18","0","154","0","0","0","2","56.3","10.63","4.81","8.56","2.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","33.4","0.13","1.86"
"Jarveon Williams","CIN","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Taquan Mizzell Sr.","CHI","2","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"De'Veon Smith","MIA","1","RB","3","3","0","27","0","0","0","0","100","2.67","9","9","6.33","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","5.7","0.95","1.9"
"Trey Edmunds","NO","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","9","1","48","0","1","1","5.33","1.44","0","0","0","","","","","","","","","0","0","10.8","0.83","1.2"
"LeShun Daniels","WAS","2","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","3","0","14","0","0","0","4.67","3.33","0","0","0","","","","","","","","","0","0","1.4","0.1","0.47"
"Josh Rounds","CLV","0","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","",""
"Dare Ogunbowale","WAS","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Matt Breida","SF","16","RB","34","21","0","180","0","1","0","6","61.8","1.06","5.29","8.57","7.81","","","","","","","","","","","","105","0","465","0","2","0","4.43","2.1","14","0.13","1","","","","","","","","","0","0","103.5","0.33","0.82"
"Corey Clement","PHI","15","RB","14","10","0","123","0","2","0","1","71.4","0.07","8.79","12.3","12.9","","","","","","","","","","","","74","0","321","0","4","0","4.34","2.84","7","0.09","0","","","","","","","","","1","1","90.4","0.35","1.08"
"Justin Davis","LA","2","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","1","0","1","0","0","0","1","3","0","0","0","","","","","","","","","0","0","0.1","0.02","0.1"
"Tion Green","DET","5","RB","2","2","0","14","0","0","0","0","100","-0.5","7","7","7.5","","","","","","","","","","","","42","0","165","0","2","0","3.93","2.21","3","0.07","0","","","","","","","","","0","0","31.9","0.36","0.72"
"Austin Ekeler","LAC","13","RB","31","27","0","279","0","3","0","2","87.1","0.48","9","10.33","9.41","","","","","","","","","","","","47","0","260","0","2","0","5.53","3.11","7","0.15","2","","","","","","","","","0","0","110.9","0.57","1.5"
"James Summers","PIT","0","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","",""
"Matt Dayes","CLV","7","RB","5","4","0","29","0","0","0","0","80","1.4","5.8","7.25","5.5","","","","","","","","","","","","5","0","13","0","0","0","2.6","3.4","3","0.6","0","","","","","","","","","0","0","8.2","0.2","0.91"
"Chris Carson","SEA","4","RB","7","7","0","59","0","1","0","0","100","1.86","8.43","8.43","6.57","","","","","","","","","","","","49","0","208","0","0","0","4.24","2.61","11","0.22","0","","","","","","","","","0","0","39.7","0.26","0.71"
"Devante Mays","GB","2","RB","3","3","0","0","0","0","0","0","100","-2.67","0","0","2.67","","","","","","","","","","","","4","0","1","0","0","0","0.25","0.25","0","0","2","","","","","","","","","0","0","3.1","0.22","0.44"
